tekst,dimensioon,ID1,ID2,ID3,ID4,ID5,ID6,ID7,ID8,ID9,ID10
,aeg,0,0,0,1,0,0.5,0,0,0,0.5
,afek,1,1,1,3,1,0,0.5,0,2,0
,form,0,1,0,0,0,0,1,0.5,0,0
,inter,1,1,1,3,1,0,2,0,0.5,0
,spont,0,0,1,1,2,1,0.5,1,1,1
,imp,1,1,2,3,3,1,2,2,1,3
,arg,0.5,0,0.5,0.5,1,2,1,1,1,0.5
,inst,3,3,3,3,3,3,3,1,1,2
,keer,0,0,0,0,0,0,0,0,1,0
,subj,1,0,1,2,1,1,0,0,2,1
www_europarl_ee.ela_36110.txt,abs,2,2,0,0,2,2,0,0,0,2
,info,0.5,0,1,0.5,0.5,0.5,0.5,3,0,1
,aeg,1,1,1,2,1,1,0.5,2,0,1
,afek,1,0.5,0.5,0,0,1,0,1,1,2
,form,3,3,2,3,2,0,0.5,2,2,1
,inter,2,0.5,0,0,0,0,1,0,1,0
,spont,0,0,0,0,0,1,0,0,0,0.5
,imp,3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,0.5
,arg,1,1,0.5,0.5,2,0.5,2,0,0.5,0.5
,inst,1,1,1,1,1,1,0,0,1,0
,keer,2,1,2,1,1,0.5,0.5,0,0.5,2
,subj,0,1,0,0,0,1,0,0,1,0
nami-nami_ee.ela_372868.txt,abs,1,0,0,0,0,0.5,0,0,0,0.5
,info,2,2,3,3,2,2,2,1,0,3
,aeg,0,3,3,3,3,3,2,0.5,0,3
,afek,0,0,0,0,0,0,0,0,0,0
,form,1,0.5,1,1,0.5,0,0.5,0,1,0
,inter,0,0,0,1,0,1,2,0,2,0
,spont,0,0,1,0,1,0.5,0,0,1,0
,imp,3,1,1,0,3,1,2,0,1,3
,arg,0,0,0,0,1,0.5,0.5,0,0.5,0
,inst,3,3,3,3,3,3,3,2,3,3
,keer,0.5,0,0.5,0,0,0.5,1,0.5,0.5,1
,subj,0,0,0,0,0,1,0,0,2,0
video_usk_ee.ela_152445.txt,abs,1,0.5,1,3,1,0,2,0,1,2
,info,0.5,0,0.5,0.5,2,0.5,0,1,0,0.5
,aeg,1,0,0,0.5,0,0.5,1,0,0,1
,afek,1,0,1,1,0,0,2,1,1,1
,form,0,0,0,0,0,0,0,0,1,0
,inter,0.5,0.5,0.5,0,0,0,1,0,1,0
,spont,0,0,0,0.5,0.5,1,0,0,0,1
,imp,1,1,1,1,1,0,2,2,2,2
,arg,3,3,1,2,3,0.5,3,2,2,2
,inst,0,0,0,0,0,0.5,0,0,1,0
,keer,0,0,0,0,0,0,0,0,2,0
,subj,3,2,3,2,3,2,2,2,2,2
blog_maaleht_ee.ela_73268.txt,abs,0.5,0,0,0.5,2,0,0.5,1,0,0.5
,info,0,0,1,2,2,2,1,3,0,2
,aeg,1,2,0,2,2,2,3,0,0,3
,afek,0.5,0.5,0.5,1,1,2,2,2,2,0
,form,0,0,0,0,0,0,0.5,0,0,0
,inter,1,0.5,1,0.5,0.5,0,1,0,1,0
,spont,0.5,0.5,1,0.5,1,1,1,0,1,1
,imp,1,0,0,2,0.5,0,0,0,0,0
,arg,0,0,0,0,0.5,1,1,1,0,1
,inst,0,0,0,0,0,0.5,1,0.5,1,0
,keer,0,0,0,1,0,0,1,0,1,1
,subj,1,0.5,1,0.5,1,1,2,2,3,0.5
forte_delfi_ee.ela_222312.txt,abs,1,0,0,0,0,0.5,0,0,0,0
,info,1,1,1,2,1,1,1,1,1,3
,aeg,3,1,2,1,1,2,2,2,0,3
,afek,0.5,0,1,0,0.5,1,1,1,2,1
,form,2,2,0.5,0,1,0.5,1,1,1,0
,inter,0.5,1,0,1,0,0,0.5,0,2,0
,spont,0,0,0,0,0,0,0,0,0,1
,imp,1,0.5,1,0.5,0.5,2,0.5,1,3,2
,arg,1,2,2,2,3,2,3,2,3,2
,inst,0,0,1,1,0,2,0,0,2,0
,keer,0,0.5,0,1,0,0,2,0,2,0
,subj,0,0,0,0,1,2,1,0,0,0
www_eestigiid_ee.ela_530847.txt,abs,0.5,0,0,0,0.5,2,0,0,0,0
,info,3,1,3,2,3,3,3,3,3,1
,aeg,1,0,0,0.5,0.5,0.5,0.5,0.5,0,1
,afek,0.5,0.5,0,0.5,0,0,0,0,0,0
,form,2,2,1,2,2,0.5,1,1,1,1
,inter,0,0,0,0,0,0,1,0,0,0
,spont,0,0,0,0,0,0.5,0.5,0,0.5,0
,imp,3,3,3,2,3,2,3,3,2,3
,arg,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0
,inst,0,0,0,0,0,0.5,0,0,0,0
,keer,1,2,1,3,1,1,1,0,0,2
,subj,0,0,0,0,0,0.5,1,0.5,0.5,0
www_dragon_ee.ela_303548.txt,abs,1,0.5,0,0,3,0,2,2,0,2
,info,1,2,0.5,0,2,0.5,0.5,1,0,2
,aeg,0,0,2,0.5,0,0,0,0,0,3
,afek,3,2,2,3,2,1,2,0.5,1,2
,form,0,0.5,0.5,0,0,0,0,0,0.5,0
,inter,3,3,1,3,3,2,3,3,1,3
,spont,3,3,3,3,3,3,3,3,2,3
,imp,0,0,0,1,0.5,0.5,0,1,0,1
,arg,1,2,1,2,0.5,0.5,0.5,1,1,0
,inst,1,1,0,0,0.5,0,1,0,2,0
,keer,3,2,0,2,2,0,0,1,0,2
,subj,3,3,3,3,3,3,3,0.5,2,1
arvamus_postimees_ee.ela_5946.txt,abs,2,2,1,0,0,0,0.5,0.5,0,0.5
,info,0.5,0.5,1,0.5,0.5,2,2,3,1,0.5
,aeg,1,1,1,1,1,1,0,0,0,1
,afek,2,1,0,1,2,2,1,1,0.5,1
,form,0.5,0.5,2,0,0,0,0,0.5,1,0
,inter,2,0,1,0,0,0,1,0,3,0
,spont,0,0,0.5,0,0,0,0,1,0,0
,imp,0.5,0,0,2,0,0.5,2,0,1,0.5
,arg,0,1,0,0,2,0.5,1,0.5,1,0.5
,inst,0,0,1,1,2,0.5,0,0,3,0
,keer,1,0.5,1,0.5,0.5,0,1,0,2,0
,subj,1,1,1,1,1,3,0.5,2,1,1
www_porterracing_ee.ela_609577.txt,abs,0,0,0,0,1,0,0.5,0.5,0,0.5
,info,2,0.5,2,1,2,1,2,1,0,2
,aeg,3,2,2,2,0.5,0,3,0.5,0,2
,afek,2,2,1,2,1,0.5,3,0.5,3,3
,form,0.5,0.5,0,0.5,0.5,0,0,0,0,0
,inter,0,0,0,0,0,0,0,0,0.5,0
,spont,0,0,2,0,1,2,2,0,2,1
,imp,1,0.5,0.5,2,2,0.5,1,1,0.5,1
,arg,0,0.5,0,0,0,1,1,0,0,0
,inst,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0
,keer,1,0,0,1,0,0,0.5,0,0,0.5
,subj,3,2,3,0.5,2,1,2,2,3,1
www_naisteleht_ee.ela_355886.txt,abs,2,2,2,1,2,0,2,2,1,2
,info,0,0.5,1,0.5,0.5,0,0.5,0,0,0.5
,aeg,0,0,0.5,0,0.5,1,1,2,0,0.5
,afek,2,1,3,3,2,3,3,2,3,3
,form,0,0,0,0,0,0,0,0,0,0
,inter,1,2,0,1,0,0,2,0,2,0
,spont,1,1,1,1,1,2,2,0,0.5,0
,imp,0,0,0,0,0.5,0.5,0,0.5,0.5,0.5
,arg,1,0.5,1,0.5,0.5,0.5,0.5,0.5,2,0.5
,inst,2,2,2,2,2,2,0.5,0,0,0
,keer,0,0,0,0,0,0,0,0,2,0
,subj,1,0.5,1,2,0.5,1,1,1,1,1
toompark_pri_ee.ela_458650.txt,abs,2,1,0,0,3,0,2,2,2,1
,info,1,0,1,1,0.5,0,0.5,1,0,0.5
,aeg,1,0.5,0.5,0.5,0,0,1,0.5,0,0.5
,afek,1,2,2,2,3,3,3,3,3,1
,form,1,1,0.5,0,0.5,0,0,0,0,0
,inter,1,2,0.5,0,0,0,0,0,3,0
,spont,0,0,2,1,1,3,2,1,3,2
,imp,1,0,0,0,0,0,2,0.5,0.5,0
,arg,2,1,1,1,1,1,0.5,0.5,2,1
,inst,1,0,1,1,0.5,3,0,1,3,0
,keer,1,1,0,0,0,0,0.5,0,1,0
,subj,3,3,3,3,3,3,3,2,3,3
reisiajakiri_gomaailm_ee.ela_530539.txt,abs,0,0,0,0,0,0,0.5,0.5,0.5,0
,info,2,1,1,1,1,1,2,3,0,2
,aeg,1,1,1,1,0.5,1,3,2,0,2
,afek,1,1,1,2,1,2,2,0,1,0
,form,0.5,0.5,0,0,0,2,0.5,0,0,0
,inter,1,0,1,0,0,0,1,0,1,0
,spont,0,0,2,0,1,3,2,0,2,0
,imp,2,0,0,0.5,0,0,0,0,0.5,0
,arg,0,0,1,1,0.5,0,1,0,0.5,0
,inst,0,1,0,0,2,2,0,0,1,0
,keer,0,0,0,0,0,0,0,0,0.5,0
,subj,1,1,1,1,1,1,2,0.5,3,0
et_wikipedia_org.ela_467359.txt,abs,0,0,0,0,0,0.5,0.5,0,1,0
,info,0.5,0.5,1,0.5,1,1,1,1,0,0.5
,aeg,1,1,1,0.5,1,2,0.5,0.5,0,1
,afek,0.5,0,0.5,0.5,0,0.5,0,0.5,0.5,0
,form,0,2,1,0,0,1,0,0,0,0
,inter,0,0.5,0,0,0,0,0,0,2,0
,spont,0,1,0,1,2,0,0,0,1,0
,imp,3,0.5,1,0.5,0.5,0,0.5,1,0.5,0
,arg,0.5,0,0,0.5,0,0,1,0.5,0.5,2
,inst,0,0,0,0.5,0.5,1,0.5,0,0,0
,keer,2,0.5,0,0.5,0,0,1,0.5,1,0.5
,subj,0,0,0,0,0,1,0,1,1,0
www_horisont_ee.ela_455809.txt,abs,2,1,0,0,3,2,2,1,0,1
,info,1,0.5,3,2,1,3,0,3,1,2
,aeg,0,0,2,2,0.5,0.5,2,2,0,3
,afek,0,0,0.5,1,0.5,1,0,0.5,0.5,0.5
,form,0,2,0,0,1,0,0.5,0,1,1
,inter,0,0.5,0,1,0,0,1,0,0,0
,spont,0,0,0.5,0,0,0.5,0,0,0,0
,imp,3,2,2,0.5,0.5,1,2,2,3,2
,arg,1,2,1,1,1,2,0.5,2,0.5,0.5
,inst,0,0,0,2,2,0,0,0,1,0
,keer,0.5,2,1,2,1,0,2,0,1,2
,subj,0,0,0,0,0,0,0.5,0.5,1,0
untitled.txt,abs,2,2,2,1,3,1,3,0.5,0,1
,info,1,1,1,0.5,1,0.5,0,1,0,1
,aeg,2,1,1,2,0,0,0,0,0,2
,afek,1,1,1,2,1,1,2,2,3,2
,form,0.5,0.5,1,0,0.5,0.5,0.5,0,0,0
,inter,0,0,1,0,0,0,0,0,2,0
,spont,0,0,1,0.5,0.5,1,0,0,0,1
,imp,1,0,1,1,2,1,1,0.5,0.5,1
,arg,0,0,0,0,0,1,2,0,0.5,0
,inst,1,0.5,1,2,0.5,0,1,0,2,0
,keer,0,1,0,0.5,0.5,0,0,0,1,0
,subj,0,0,0.5,0,0,0.5,0,0.5,0.5,0
www_tallegg_ee.ela_33687.txt,abs,0,1,0,0,2,0,1,2,0,0
,info,0.5,3,0.5,0.5,2,2,0,3,0,0
,aeg,0,0,0,0.5,0,1,1,0,0,0.5
,afek,1,2,0.5,1,0.5,2,1,1,3,3
,form,0,0,0,0,0,0,0.5,0.5,0.5,0
,inter,0.5,0.5,0,0.5,0,0,2,0,0.5,0
,spont,1,1,0,0.5,2,2,3,0,2,0
,imp,0.5,0,2,0,1,0,0,0,0,2
,arg,2,1,0.5,0.5,1,1,0,0.5,0,1
,inst,3,2,3,0.5,2,2,2,0.5,0,0
,keer,0,0,1,2,2,0,0,0,0,1
,subj,1,0,2,1,1,1,0.5,1,3,0.5
eok_ee.ela_435890.txt,abs,0.5,0.5,0,0.5,0.5,1,1,1,1,1
,info,3,2,3,2,3,2,2,2,2,1
,aeg,3,3,0.5,0.5,2,2,1,1,3,3
,afek,0,0,0,1,0,1,1,0.5,1,0.5
,form,2,2,0,0,0.5,2,1,2,1,1
,inter,0,0,1,0,0,0,1,0,1,0
,spont,0,0,0.5,0,0,0,0,0,0,1
,imp,3,0,0,0,0,1,2,1,0.5,0.5
,arg,0.5,0,0,0,0,2,0,0,0,0
,inst,0,0,0,0,2,1,0,0,1,0
,keer,0.5,0.5,0.5,2,3,0,2,0,0,1
,subj,0,0.5,0.5,0,1,1,1,0.5,1,1
kalah_zzz_ee.ela_52237.txt,abs,3,2,3,1,3,3,3,3,3,3
,info,2,0,2,2,0.5,0.5,0.5,0.5,0.5,3
,aeg,0,0,0,2,0,0.5,0,0,1,1
,afek,1,0.5,1,0.5,1,1,0.5,0,0,0
,form,0,2,0,0,0,1,1,0,0,0
,inter,1,1,1,1,1,0,0,0,0,0
,spont,0,0,0,1,2,1,1,1,1,1
,imp,3,2,1,0.5,2,3,3,2,3,3
,arg,3,2,0.5,0,3,3,2,2,3,2
,inst,0,0,0,1,0.5,1,0,0,3,0
,keer,2,2,2,0.5,1,0,2,0,0.5,1
,subj,0,2,2,0,3,1,3,0,0,1
valitsus_ee.ela_480708.txt,abs,3,2,1,1,1,0,2,1,1,3
,info,0,0.5,2,1,0.5,2,0,2,0,0.5
,aeg,1,0,0.5,2,0,0.5,0.5,0,0,0.5
,afek,1,2,3,1,3,3,0.5,2,3,0.5
,form,0.5,0.5,0.5,0.5,0,1,1,1,2,0
,inter,0,2,0,0,0,0.5,1,1,3,1
,spont,0,0,0.5,0,0,1,1,0,0,0
,imp,1,0,0,1,2,0,0.5,0.5,0.5,1
,arg,3,2,1,0,0,0,2,2,1,0.5
,inst,1,0,1,1,2,2,0,0,0,0
,keer,0.5,2,1,0.5,0,0,0,0,0.5,0
,subj,2,3,2,2,3,2,0.5,2,0.5,2
www_kasutatudraamat_ee.ela_68759.txt,abs,1,0.5,1,0,2,0,0.5,0,0,1
,info,0.5,1,1,0.5,0.5,0.5,0,0.5,1,2
,aeg,0,0,0,2,0,2,2,1,0,2
,afek,2,2,2,3,3,3,2,2,2,3
,form,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5
,inter,3,2,3,2,2,2,3,0,3,2
,spont,0,0,0,0,0,3,0,0,0,0
,imp,0,0,0,1,0.5,0,0,0,0,0
,arg,0,0,0,1,0,0,0,0,0,0
,inst,0,0,0,0,0.5,0,0,0,0,0
,keer,2,0.5,0,2,1,0,0,1,0,1
,subj,0.5,1,0.5,0.5,1,3,0,2,0.5,0.5
www_epl_ee.ela_685672.txt,abs,0,1,1,1,2,0,2,0.5,2,2
,info,0.5,2,0.5,0.5,2,2,2,3,0,2
,aeg,3,0,0,0,0,2,0,0,0,2
,afek,2,2,3,3,3,2,2,1,3,3
,form,0,0.5,0,0,0,0,0,0,0.5,0
,inter,0,2,0,2,2,1,2,0,3,0
,spont,2,1,2,2,2,2,2,1,2,2
,imp,1,0.5,1,1,0.5,0,0,2,1,2
,arg,3,3,3,2,3,0.5,2,2,2,1
,inst,0,1,1,0,2,2,2,0,2,0
,keer,0,0,1,2,1,0,0,0,1,2
,subj,3,3,2,3,0.5,2,3,3,3,3
unitedkiters_ee.ela_78733.txt,abs,3,0.5,0,0,2,0,0.5,2,0.5,0.5
,info,0,3,1,1,0.5,0.5,0.5,1,0,0.5
,aeg,0,1,1,2,1,0.5,1,1,1,0.5
,afek,3,2,2,3,3,3,3,1,2,2
,form,0.5,1,0.5,1,0.5,0.5,0.5,0.5,1,1
,inter,0,0,1,0,0,0,0,0,1,0
,spont,1,1,3,1,1,3,2,1,3,2
,imp,0,0,0,1,2,0.5,1,0.5,0.5,1
,arg,1,0,1,1,0.5,0.5,1,0,1,0.5
,inst,0,0,0,1,0.5,0.5,1,0.5,0.5,0.5
,keer,1,1,0,0.5,3,0,0,0.5,3,2
,subj,1,1,0.5,1,2,3,2,1,3,2
www_linnaleht_ee.ela_420357.txt,abs,0,0,0,1,0,0,1,1,0,0
,info,0,0.5,0.5,0.5,0,0.5,1,2,0,1
,aeg,1,1,1,1,0,0.5,1,0,0,0.5
,afek,1,2,3,2,3,3,2,1,2,2
,form,0,0.5,0,0,0,0,0,0,0,0
,inter,3,2,3,1,1,0,1,0,2,0
,spont,0.5,0,2,1,1,2,1,2,2,1
,imp,1,1,1,0.5,1,0,0,0,0,0
,arg,0,2,0.5,1,1,2,2,0,0,1
,inst,1,1,1,1,1,0,0,0,2,0
,keer,0,1,1,0,0,0,0.5,0,1,0.5
,subj,2,3,2,2,3,3,2,2,3,1
www_nami-nami_ee.ela_173054.txt,abs,0,0,0,0,0,0,0,0,0,0
,info,2,1,3,3,0.5,2,3,0.5,0,3
,aeg,0,3,3,3,3,2,3,0,0,2
,afek,0,0,0,0,0,0,0,0,2,0
,form,0,0.5,0,0,0,0,1,0,0,0
,inter,0,2,0,1,0,1,2,0,0,0
,spont,0,0,1,0,1,1,1,0,0,0
,imp,1,3,1,0,2,1,0.5,0.5,3,1
,arg,2,0,0,0,0,0.5,2,0,0,0
,inst,3,3,3,3,3,3,3,2,3,3
,keer,0,0,0,0,0,0,0,0.5,0.5,0
,subj,0.5,1,0.5,0.5,1,0,0,0,2,0
www_mulje_ee.ela_177932.txt,abs,3,0.5,0,1,2,0,2,1,0,2
,info,0.5,2,1,0.5,0,0.5,0,2,0,2
,aeg,1,2,2,3,0,0.5,2,2,0,2
,afek,3,3,3,3,3,3,3,2,3,3
,form,0,0,0,0,0,0,0.5,0.5,0.5,0.5
,inter,3,3,3,3,3,3,2,2,3,3
,spont,3,3,3,3,3,3,3,3,3,3
,imp,0,0,0,0.5,0.5,0.5,0,0,0,1
,arg,1,0,0,0,1,0.5,2,0,2,1
,inst,0.5,1,0.5,0.5,1,0.5,0.5,0,3,0
,keer,3,3,1,2,2,0,0.5,1,0,0
,subj,1,2,3,1,0.5,3,3,0,3,0
rahvahaal_delfi_ee.ela_135048.txt,abs,1,1,0,0,2,0,0.5,0,1,0.5
,info,1,0.5,1,0.5,0.5,2,0,0.5,0,0.5
,aeg,0.5,0,0.5,1,0,2,0.5,0.5,0,0.5
,afek,3,2,3,2,3,2,3,2,3,2
,form,0,0.5,0,0,0,0,0.5,0,0.5,0
,inter,3,3,3,3,3,2,3,3,3,1
,spont,3,3,3,3,3,3,3,3,3,3
,imp,1,1,0,0,0.5,1,1,0.5,1,1
,arg,3,1,2,1,2,1,0.5,0.5,1,0.5
,inst,2,3,2,2,3,1,0.5,2,1,1
,keer,1,1,0,0.5,0.5,0,0,0,2,1
,subj,3,0.5,1,3,2,3,2,2,2,2
valitsus_ee.ela_132104.txt,abs,0,0,0,2,0,2,0,0,0,2
,info,3,3,3,0.5,3,0.5,1,1,2,1
,aeg,0,0.5,0.5,0.5,0,0.5,1,0.5,0.5,1
,afek,1,0.5,0.5,1,1,0,0,0,1,0
,form,2,3,2,3,2,2,2,3,3,2
,inter,0,0,0,0,0,0,1,0,1,0
,spont,0,0,0,0,0,1,0.5,0,1,0.5
,imp,3,3,1,2,3,2,3,2,2,3
,arg,1,1,1,0,1,2,3,0,3,2
,inst,1,0,0,1,1,2,2,1,2,0
,keer,2,0.5,2,2,0.5,0,1,0.5,0.5,2
,subj,0,0,1,0,0,0,0,0,0.5,1
www_vsport_ee.ela_120496.txt,abs,0,0,0,0,0,0.5,0,0,0,0.5
,info,0.5,3,3,3,0,2,3,3,0.5,3
,aeg,3,3,3,3,2,2,3,2,2,3
,afek,0,0,0,1,1,0.5,0.5,1,3,1
,form,1,1,0,1,1,0.5,2,0,1,1
,inter,3,0.5,2,0,0,0,0,1,0,0
,spont,0,0,0,0,2,0,0,0,0,0
,imp,3,0,0,2,0.5,2,0,0.5,0.5,1
,arg,0,0,0.5,0.5,0.5,0.5,1,1,0.5,1
,inst,0,0,0,3,3,0,0,0,2,0
,keer,0.5,2,0.5,0.5,2,1,1,0,0.5,2
,subj,0,0,0,1,0,0.5,0,2,1,0
www_lemmik_ee.ela_519214.txt,abs,0,0,0,0,0,0,0,1,0,0.5
,info,1,1,0.5,0.5,1,0.5,0.5,0.5,0,1
,aeg,1,1,0,0.5,0.5,0,0.5,0,0,2
,afek,0,0,0,0,0,1,1,1,2,1
,form,0.5,2,0,0,1,0.5,0,0.5,0,0
,inter,1,1,1,1,0,1,0,0,3,1
,spont,0,0,1,0,0,0,1,0,0,0
,imp,1,1,1,0.5,1,1,0.5,0.5,1,1
,arg,1,0,0.5,1,0,0.5,1,0.5,0.5,0.5
,inst,0,0.5,1,0.5,0,0,0.5,1,1,0.5
,keer,0.5,1,0.5,0,0.5,0,1,0.5,1,0.5
,subj,0,0,0,0,0,1,2,0,0,0
no_spam_ee.ela_2227.txt,abs,2,0,0,0.5,0,1,0,0,0,2
,info,3,3,3,2,3,2,2,2,1,3
,aeg,0,0,0,1,0,1,2,1,0,0.5
,afek,0,0,0,0,0,1,0,0,0,0
,form,3,3,3,3,3,2,3,3,3,3
,inter,2,2,0,1,0,1,0,0,1,0
,spont,0,0,0,0,0,0,0,0,0,0
,imp,1,2,2,2,2,1,0.5,0.5,3,0.5
,arg,3,3,2,2,0.5,2,2,3,3,3
,inst,1,2,3,2,1,0,1,1,3,0
,keer,2,3,2,1,2,2,2,1,2,0.5
,subj,0,0,0,0,0,0,0,0,0,0
reform_ee.ela_24983.txt,abs,3,0,1,1,0,0.5,1,2,2,3
,info,0.5,0.5,1,1,0.5,0.5,0.5,0.5,0.5,1
,aeg,0,1,1,1,1,0.5,0,0.5,0,1
,afek,1,1,2,0,1,1,0,1,1,0
,form,0.5,0.5,0,0,0.5,0,2,0,3,0
,inter,1,2,0,0,0,0,0.5,0,0.5,0
,spont,0,0,1,0,0,0,0,0,0,0
,imp,1,1,1,2,1,0.5,3,0.5,2,1
,arg,3,3,1,2,2,0.5,2,0.5,2,0.5
,inst,1,3,2,2,3,2,0,2,3,2
,keer,0,0,0.5,0,0.5,0,2,0,2,0
,subj,2,3,1,1,2,1,0,1,0,1
www_admiralmarkets_ee.ela_333517.txt,abs,0,3,1,0,0,2,0,0.5,0.5,1
,info,2,2,3,0.5,2,2,2,2,2,3
,aeg,0,3,2,2,0.5,2,1,2,1,3
,afek,0,0,0,0,0,0,0,1,0,0
,form,1,2,0.5,1,2,2,2,0.5,0.5,0.5
,inter,0,0,0,0,0,0,0,0,0,0
,spont,0,0,0,0,0,0,0,0,0,0
,imp,3,3,3,2,3,2,0,1,1,3
,arg,0.5,0,1,0,1,1,0.5,0.5,1,1
,inst,0,1,0.5,0.5,1,2,0,0,1,0
,keer,0,1,2,1,2,0,1,0.5,0.5,0.5
,subj,0.5,1,0,0,0.5,0,0,0,0,0
www_post_ee.ela_149870.txt,abs,0,0,0,0,0,1,0,0,0,2
,info,0.5,1,1,0.5,1,0.5,3,3,0.5,3
,aeg,1,0.5,0.5,0.5,1,2,1,3,0,3
,afek,0.5,0,0.5,0.5,0.5,1,0,0,0,0
,form,3,3,3,2,2,2,3,2,1,0.5
,inter,0.5,0,0,0,0,0,2,0,1,0
,spont,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5
,imp,3,3,3,1,2,0,0,2,3,2
,arg,1,0,0,0,0,0,1,0,0.5,0
,inst,2,2,2,2,1,0,2,1,1,2
,keer,0,0.5,1,0,0,0,1,0,0,0
,subj,1,1,1,0.5,1,0.5,1,0.5,0.5,0
www_reklaamitrikk_ee.ela_315713.txt,abs,0.5,3,1,0,1,0,0,1,0,0.5
,info,3,1,3,0,2,2,1,1,2,1
,aeg,3,2,2,2,1,0.5,3,1,0,1
,afek,1,0.5,1,1,1,1,1,1,1,3
,form,0,0,0,0,0,0,1,0,0,0
,inter,0.5,0,1,0,0,0,1,0,1,0
,spont,1,0,1,1,2,0.5,1,0,1,2
,imp,1,0,1,0.5,0.5,0,3,0.5,1,2
,arg,0.5,2,3,2,3,2,0.5,0,0,1
,inst,0.5,0.5,0.5,0.5,0,0.5,0,0,0.5,0
,keer,0,2,0,1,1,0.5,0.5,0.5,0.5,0.5
,subj,3,3,3,2,3,0.5,2,2,2,3
www_lillelapsed_ee.ela_607751.txt,abs,1,0,0,0.5,0,0,0,2,1,0.5
,info,1,1,1,2,1,0.5,0.5,1,0,0.5
,aeg,1,2,2,2,1,0.5,1,0.5,0,1
,afek,0,0,1,0,0,1,0,1,3,0
,form,0,0.5,0,0,1,0.5,0.5,1,1,0.5
,inter,3,3,1,0,0,1,3,0,3,0
,spont,1,0.5,1,1,1,1,1,0,1,1
,imp,3,0,0,0,0,0.5,0,0.5,2,3
,arg,2,3,0,1,1,2,2,0,2,1
,inst,3,3,3,3,3,2,3,1,3,3
,keer,0,0.5,0,0.5,0,0,0,0,0,0
,subj,0.5,0,0,0,2,1,1,0.5,1,1
kaja_ekstreem_ee.ela_71641.txt,abs,0.5,1,0,0,0.5,0,1,0.5,0,2
,info,0.5,0.5,1,2,2,2,2,3,0,2
,aeg,3,0.5,3,3,2,2,3,2,1,3
,afek,2,1,1,1,1,1,2,1,2,0
,form,0,0.5,0,0,0,0,0.5,0.5,0.5,0
,inter,1,1,1,0,0,0,1,0,1,0
,spont,0,0,0,0,0,0,1,0,1,1
,imp,0,1,1,3,2,0.5,0,2,1,1
,arg,0,0,0,0,1,0.5,1,0,0.5,0.5
,inst,1,1,1,1,1,1,0,0,0,0
,keer,0,2,0,2,1,0,1,0,1,0
,subj,2,1,1,1,0.5,1,1,0.5,2,2
herba_folklore_ee.ela_93408.txt,abs,1,2,0,0,0.5,0,0,0,0,0.5
,info,1,1,3,3,2,2,2,3,0.5,3
,aeg,1,0,0,0.5,0,0.5,0.5,0,0,1
,afek,0,0,0.5,0,1,1,1,0,0.5,0.5
,form,1,3,0,0,3,2,2,2,3,3
,inter,0,0.5,0,0,0,0,0,0,0,0
,spont,0,0,0,0,0,0,0,0,0,0
,imp,3,3,3,0.5,3,3,1,2,3,3
,arg,1,1,0,0.5,0.5,0.5,1,0.5,0.5,0.5
,inst,0,0,0,1,0,0.5,1,0.5,1,0.5
,keer,0,0.5,0,2,2,0,0.5,0,0.5,0
,subj,0,0,0,0,0,0,0,0,0,0
www_employers_ee.ela_617415.txt,abs,0,2,0,0,0.5,0,0,0,0,2
,info,2,3,3,2,2,0.5,0.5,1,2,1
,aeg,1,1,1,0.5,1,2,2,1,0,3
,afek,0,0,0,0,0,1,0.5,0.5,0.5,1
,form,1,2,0,0,2,2,2,2,2,2
,inter,0,0,0,0,0,0.5,1,0,1,0.5
,spont,0,0,0,0,0,0,0,0,0,1
,imp,3,1,1,0,2,3,2,2,0.5,2
,arg,2,0,1,1,1,2,1,0.5,0.5,3
,inst,0,0,0,0,0,2,0,0,2,0
,keer,0,2,1,0.5,0.5,0,2,0,1,1
,subj,0,1,0,0,0,0.5,0,0,0,0
