,noun,adj,propn,adv,intj,cconj,sconj,adp,det,num,punct,symbol,particle,pron,abbr,TTR,avg_word_len,avr_sent_len,hapax_legomena,coref,see_pron,see_det,1st_pron,2nd_pron,3rd_pron,active_voice,passive_voice,1st_prs_verb,2nd_prs_verb,3rd_prs_verb,core_verb,verbtype_ratio,da_inf,gerund,supine,verb_particle,pres_tense,past_tense,ind_mood,cond_mood,imp_mood,quot_mood,neg_polarity,nom_case,gen_case,part_case,ill_case,ine_case,ela_case,alla_case,ade_case,abl_case,tra_case,ter_case,ess_case,abe_case,com_case,nsubj,nsubj_cop,modal,acl:relc,csubj,csubj_cop,obj,ccomp,xcomp,obl,nmod,appos,nummod,amod,advcl,voc,cop,conj,cc
punct,-0.5051421619025213,-0.4184847861814705,-0.4633263647272448,0.2466464904326854,0.32190815090334585,0.30211520002276016,-0.12597660340285982,-0.4450231025146736,-0.14752374489181833,-0.31694122711158734,1.0,-0.4303718789563202,-0.3734783335061633,0.3359458810015025,-0.2910188557640308,-0.7633433288065778,-0.6512213214058535,-0.42548009684774724,-0.5114708545609223,0.5332216342844011,0.11577517673442034,-0.03472160734214394,0.3122068230992009,0.35683437059694256,0.11103130831269035,0.30684711091828004,-0.4744368379832636,0.33457486895712174,0.48426280872660715,-0.07384881106615394,0.13878251690778298,0.7039534684498013,-0.27810717765507786,-0.1672292685268002,0.032633138692795036,-0.4565017419474583,0.2639036944288406,-0.2426648990798782,0.3827746187993708,-0.17372527909604815,0.48303502668382653,-0.30005805924557666,0.1969990227923365,0.44539405587832664,-0.6532136226404001,-0.21503858937819623,-0.08298799320721277,-0.23236325397816532,-0.19137836670655795,-0.1264056093310263,-0.4285960663353007,-0.2028300800353896,-0.48208561804203937,-0.33288730781053866,-0.25446534812953364,-0.11440730999917849,0.06997144567922643,0.08821589209093406,0.5083467926881863,-0.19398949202355423,-0.32546510776792265,-0.22598583272110168,-0.37391051578660184,-0.38317874728898776,0.3514170347464498,-0.039132668411088645,-0.5469534862133439,-0.5505349518041273,-0.0934711381268891,-0.3638830802519185,-0.5676538196251588,-0.16529013223947672,-0.21640503982397402,0.498584806557505,0.28381043978041615,0.30211520002276016
symbol,0.39547957338055434,0.6178754242979153,0.22803729182238952,-0.08501584528223324,0.30088443198928416,-0.421169030921738,-0.03570902197709466,0.23806886868754526,-0.1052979696007904,0.27688308652994165,-0.4303718789563202,1.0,0.7371281245854636,-0.2923496994483654,0.16474050666077034,0.5091844312462107,0.44843430875143525,0.3475128444589254,0.4567734906182009,-0.30674701649334374,0.05822104952251446,-0.010491445550394891,-0.30539071061166084,-0.13948667447782032,0.19731709540370188,-0.18149790478990835,0.5126562797054898,-0.2905589521782285,-0.19057354535576143,0.24815716901987095,-0.04638301236374863,-0.2545867581628473,0.3280432904978486,0.36147312687361005,-0.21121033194827815,0.5545160727846609,0.1444485185419485,0.03476826379202171,-0.16121006238346083,0.05636925076380993,0.03495855225002105,0.5693102585353779,0.034466246056730925,-0.26627198667907404,0.4126990670113813,0.025751546272635477,-0.13931708729552467,0.3297759163206252,0.5903126780277818,-0.19567675626215073,0.28731413853583454,0.5835804497781967,0.2804462328762688,0.555273324424301,0.24516202231471224,0.446294698723928,0.033901567689076345,-0.09191638631491966,-0.11367131733227774,0.2008500575465983,0.23176887861598677,0.23426352071841527,0.7660990929684032,0.35909995355879337,-0.48478327869703325,0.10491829136397203,0.3210390432282597,0.3503242963434315,0.46968209357441065,0.2985046104122446,0.4210212500725703,0.14583448971013527,0.6860610969406667,-0.0363207389891872,-0.3355068528340971,-0.42116903092173796
particle,0.5171294852818362,0.47726146239916206,0.3055323142003585,-0.29241595971639417,0.3838496925720745,-0.2687423405930363,-0.014868856964424063,0.28011822891657884,0.08815125779794666,0.3097783179151936,-0.3734783335061633,0.7371281245854636,1.0,-0.2963864818196086,0.20658230311844294,0.5676730738000312,0.4720753956761989,0.3447504512823165,0.5034042253926735,-0.356659436625894,0.27750144612855376,0.17804889332605975,-0.3408447335862373,-0.19737286580294483,0.20950216332933078,-0.05326304995979401,0.46737371379333714,-0.295565487291549,-0.24426523287799393,0.3577230800389387,-0.028630692778036308,-0.2040747751387389,0.23964944132834531,0.5149996678377453,-0.082294762172934,0.5661564955915814,0.27334762597176127,-0.02329981659371504,-0.05628518939178779,0.12756106132194112,0.030192328019571127,0.8672366513215763,0.10852329551423735,-0.1350952836414856,0.3612552488681159,0.2290960141028577,-0.013846514350655719,0.39466022575751625,0.5324780195797718,-0.29853928031249377,0.4948755126791931,0.6087133056892954,0.49611399201015544,0.7939971441990092,0.45434105131294433,0.7212961897732036,0.44544635643628044,0.003293343460628366,-0.12183747561051438,0.26011217507996276,0.3084830743960258,0.5152358213790033,0.6215811613563769,0.5318091120997163,-0.42263613605967126,0.22011145878913,0.32211155665839164,0.39541993772866046,0.6381892304785403,0.3514023582084112,0.3745616631073909,0.23177178276690033,0.9159905415985928,-0.019295273406054792,-0.16541364718598825,-0.2687423405930363
pron,-0.8240649962178628,-0.6295945654392048,-0.29275851012392407,0.35645150273463966,0.19758178504194385,-0.0020553813230093387,0.3289630925443972,-0.4030821699107849,-0.018599252438375114,-0.40917988978666014,0.3359458810015025,-0.2923496994483654,-0.2963864818196086,1.0,-0.5568493922029039,-0.3291194441799921,-0.6507312620535642,-0.42453793041041865,-0.37435220121746504,0.8954291203224769,0.4466290509532118,-0.2588394774973134,0.6706382082166757,0.36451994692144235,0.4630741985320503,0.6165797617455675,-0.24322409945921528,0.5985370444591436,0.4417237639237551,0.0801303143422764,0.35766586752166524,0.3010095420515508,-0.06614078896891949,0.04754295431991145,0.3776864306779814,-0.30968561714982523,0.19766664456387428,0.09966403560441241,0.6414614299488114,-0.10639981769440582,0.3428958169815717,-0.12332872023719522,-0.11608514498982918,0.0375884080473287,-0.5047098822913404,-0.11377416863204788,0.3458956217440877,-0.4936421702837886,-0.21709234937895985,0.3137989822975934,-0.09682463295090922,-0.09697196734093734,-0.1251157880922426,-0.34270619200793606,-0.470936016922405,-0.07301365517400867,0.1282669687202856,0.5090287256895514,0.06602301179401764,0.12190227754162448,0.24121077572121685,-0.16149356368681583,-0.35857799001174706,0.1315690677216049,0.10559370165216493,0.43277181847836005,-0.10436908717080012,-0.6067195653248774,-0.24241165554208957,-0.3813160323278568,-0.5910302196089916,0.1594736417394802,-0.16260564765830623,-0.07720424074485183,-0.2829008458960591,-0.0020553813230094363
abbr,0.613472534212814,0.25935431154490823,0.39444389618562625,-0.43138722507241156,0.0973573380428023,-0.06087039565182901,-0.220029958110494,0.5828829851270992,-0.38178990116177536,0.6049589949999227,-0.2910188557640308,0.16474050666077034,0.20658230311844294,-0.5568493922029039,1.0,0.012816341092634204,0.5180830581273707,0.49117142032164157,-0.023239930378584347,-0.362037613378976,-0.3932077383864299,-0.17478522477108563,-0.19227260161277332,-0.06417002960474202,-0.25834539798020406,-0.6498397952106852,0.23471395727727754,-0.3178674955144559,-0.1342967660741918,-0.4332857748522812,-0.4660924804364114,-0.19714128549270687,-0.003325152818209949,-0.181174588202272,-0.32723077766800457,0.22410855297295648,-0.20755577084662172,-0.14271908877935122,-0.7021209827203426,0.11802684340225586,-0.09880313972738466,0.10455563082033414,-0.05687798370461295,-0.37377343395901685,0.5461121033902642,0.27849963117754617,-0.30146595810625126,0.5180960914897924,0.01453761701835559,-0.37435565636382867,0.10181797395243604,0.03896776610179848,0.026600862617092425,0.07161158570161968,0.5188390646841505,0.012026598141602222,-0.23865550467075988,-0.317984776999042,-0.24554369006864651,-0.18897722539837578,-0.15315123272945277,-0.014461253875663292,0.1811253524457766,0.12724587384732225,-0.1498492959335533,-0.5065023914931922,-0.011753317576059928,0.7604044351960724,0.058779165748213,0.6406141897497987,0.2368498243774047,-0.19230478765495837,0.17283342318833542,-0.18096120921084793,0.11325075296920134,-0.06087039565182891
TTR,0.37773563279325895,0.4523461317144273,0.3156751303745026,-0.007611214003801893,-0.10716596776387227,-0.13793119396493203,0.019343769493869914,0.22547268342373206,0.2409912988462298,0.13925207480875074,-0.7633433288065778,0.5091844312462107,0.5676730738000312,-0.3291194441799921,0.012816341092634204,1.0,0.48342488575985826,0.1349604914042414,0.8717320093683023,-0.5002063849484163,-0.03372103888050817,0.2068708996549166,-0.3392165145676887,-0.169196167188847,0.07833618482959631,-0.012967586023982035,0.2645069282712971,-0.18053347773179615,-0.30163532867167453,0.29705657342398395,-0.041314722495762596,-0.4054417234310458,0.28774655751315975,0.20345139589932273,-0.07581111565446483,0.4372077055821001,-0.15639967152656642,0.3221296967839716,-0.02390585347577588,-0.034950162775954356,-0.2740227950768498,0.4260395761288169,0.02516374226969596,-0.1832249538635068,0.38113439487766226,0.15889167491977133,0.02718495326645793,-0.011183700563507077,0.40594756418242184,0.030352271642843084,0.6025873440088986,0.2641357141148206,0.5410016865087743,0.5683457581175309,0.08849978890633459,0.39523443297763583,0.1952664947030233,0.009048813823980368,-0.3324713842237695,0.23351266636179,0.27769285042457387,0.3270850256383293,0.46199729048189897,0.3369367758757223,-0.23713884314792907,0.219550210313737,0.5275097687981266,0.2572773858970443,0.31627896012105194,0.15281157073983365,0.6118916552684258,0.12557089979796834,0.4127603339199336,-0.307417373070326,-0.157439758509297,-0.1379311939649317
avg_word_len,0.7947084271897005,0.7617149324947118,0.5743589641710688,-0.5874237119595705,-0.105774890115877,-0.13246707620504217,-0.1739462373256525,0.2465137460078185,0.02059311517003152,0.2249280003238533,-0.6512213214058535,0.44843430875143525,0.4720753956761989,-0.6507312620535642,0.5180830581273707,0.48342488575985826,1.0,0.4681622256064737,0.35607698973925567,-0.6843953842154857,-0.24452779842978437,-0.02706934649922313,-0.557316611565375,-0.4234689489703045,-0.2554533785488045,-0.3586779421639384,0.5989632385094674,-0.5601339326410635,-0.4931092889604591,0.2665366696447379,-0.4406230737348796,-0.510194922386906,0.11529722515105979,0.24666376194686648,-0.18963559298802313,0.6030995312895933,0.001890925758728078,0.03810981147531191,-0.4313725294352251,0.1376917147697237,-0.34760111960527273,0.4151964465714022,-0.2443472977949371,-0.2038324130199393,0.8001689882693798,0.16832569613631884,-0.11144651621322255,0.5140782948547435,0.24313449817270835,-0.12908316115792687,0.14212519916153193,0.3014243273712726,0.6022902933212859,0.40672936244924224,0.25768593394849265,0.13507245399909648,0.0850165572313916,-0.10200022650717752,-0.39080072039999075,-0.03921122030491699,0.2379905049181379,0.14241023114706328,0.4308979015947172,0.3974539838163679,-0.20154310213909918,-0.255043951774132,0.37073887587975457,0.77718106325908,0.19742104144234124,0.24588966863966202,0.6567611645745294,-0.07264491952725394,0.3461682229543755,-0.3092415095877632,-0.03290522381232929,-0.13246707620504217
avr_sent_len,0.6083936351932713,0.3377109634621913,0.409241182770312,-0.6093840138056229,-0.052554894194704875,-0.5230595834344551,0.31744635890852163,0.5136662039366635,-0.16122460931598923,0.6145837037009539,-0.42548009684774724,0.3475128444589254,0.3447504512823165,-0.42453793041041865,0.49117142032164157,0.1349604914042414,0.4681622256064737,1.0,0.05164734658115873,-0.40922090351199986,-0.20245240764754383,0.04571098553929632,-0.22315392517841087,-0.3419513945497272,-0.029366979494759016,-0.450457546881328,0.427758998190454,-0.33525448343022696,-0.35479071594603073,-0.07960800041116631,-0.3364239395993199,-0.30994378684495416,-0.007404745997834233,-0.020862915754000632,-0.06795938810176119,0.3558612173772572,-0.2481963830443989,0.09055850186688646,-0.5674506228192192,0.35609512343744454,-0.1919527686629366,0.13971174252515692,-0.16315455838319784,-0.4669833845723429,0.6204419167884411,0.07401450641914303,0.09699937430389989,0.3272717327032063,0.2862481453368056,0.05955146032904038,0.12093958375948759,0.34633333017459716,0.14556279443838482,0.12155097624414488,0.6347595353463029,0.032307535380968935,-0.20524647693247514,-0.03203466720870772,-0.3803224196075687,-0.045042311650140804,0.06101819569250766,0.1399125618803235,0.2619978897021692,0.11943779351686151,-0.5084923933911382,-0.361380113709219,0.37024799504372125,0.6830810993273779,0.1102069919024114,0.6307777695014627,0.25154886032979556,0.23519157615974173,0.30764565353438866,-0.3377307719762808,-0.23922019667730554,-0.5230595834344552
hapax_legomena,0.24644769818702134,0.44473176739590636,0.34226513163597005,0.12571144907067922,0.0030945570803802853,-0.08233132599323571,-0.040319781002722634,0.13409489096587202,0.1492298389982693,0.01762259706582952,-0.5114708545609223,0.4567734906182009,0.5034042253926735,-0.37435220121746504,-0.023239930378584347,0.8717320093683023,0.35607698973925567,0.05164734658115873,1.0,-0.43682388765522334,-0.061520787240748054,0.21145759952058563,-0.29457653144870216,-0.18066082280377874,0.037979430475656294,0.058815738747460135,0.01406491649691324,-0.12610611264015534,-0.21764243398975774,0.30541918887281305,-0.06099091909848806,-0.22945365276061916,0.21151750489313303,0.0848549560820327,-0.1512529640062971,0.33606219598137443,-0.16772230649097672,0.3027014917454691,0.03635594295301216,-0.09990661335345388,-0.16501574697947652,0.2619712981345494,0.07180327049140008,0.05043370549693684,0.2523313205769665,-0.04270645191020262,-0.07717624215608615,-0.09579264311762559,0.3343222496648051,-0.0840031240110799,0.4777957590035578,0.1249417823457344,0.41079469275120994,0.552166108406081,0.13145832570776037,0.4338300852156606,0.308524339351495,0.12044109379610708,-0.2733008307308048,0.19072217289961663,0.12203932471739337,0.3608096622598881,0.35212668969164,0.15026359596487482,-0.13987802338468064,0.09082768590770006,0.3290310143583262,0.1166125203125593,0.4790005825751243,0.04269819961109657,0.6605037871357252,0.004198180503711268,0.35096209300468095,-0.2292339712351034,-0.01622807968276887,-0.08233132599323567
coref,-0.8554980218079001,-0.6199557489590508,-0.21633164411613912,0.4044073630710244,0.44246464145937375,0.04825125740342928,0.1550596216987733,-0.3470189549831232,-0.2691402731638617,-0.2980696594120305,0.5332216342844011,-0.30674701649334374,-0.356659436625894,0.8954291203224769,-0.362037613378976,-0.5002063849484163,-0.6843953842154857,-0.40922090351199986,-0.43682388765522334,1.0,0.29090045104936946,-0.3752586537531883,0.7439755579505709,0.4322271654961267,0.44845826144483714,0.4973904448675381,-0.34034399233566615,0.6417391218677808,0.5268407559974265,-0.06078263474955528,0.2499400012736213,0.49072620402659084,-0.1227469844418137,-0.16706997913034963,0.23463288972856783,-0.3455371631514716,0.08174445364465929,0.10733375244126946,0.5111909118973509,-0.14683693850261217,0.47941485698016667,-0.2623149596728238,-0.11136117149022479,0.04269841020381128,-0.5216314860545566,-0.18921351212217058,0.23105135683081518,-0.5055038606645458,-0.21767161279689934,0.15267984977088,-0.19705267207331545,-0.15959459980007304,-0.2476080323200359,-0.4021898595479368,-0.400936961682813,-0.1153275630563668,0.06611428428817827,0.45709641507433296,0.05156217211510624,0.007143583487860871,0.07877553973483815,-0.1658960111627624,-0.37132466077949566,-0.023552122631098744,0.11034224994861108,0.21184648844443937,-0.2299606399494848,-0.5525806217759255,-0.2621652482973991,-0.2951224895461377,-0.6262583824454228,-0.0563890713452932,-0.1902398127709189,-0.05157300789631749,-0.1791908276580654,0.04825125740342923
see_pron,-0.3062046323655483,-0.24537500630830156,-0.2557280493969978,0.3032911270867879,0.08360053376193143,-0.05871609486592632,0.2887862463150804,-0.29492262637419997,0.23588957908823766,-0.24054912518826732,0.11577517673442034,0.05822104952251446,0.27750144612855376,0.4466290509532118,-0.3932077383864299,-0.03372103888050817,-0.24452779842978437,-0.20245240764754383,-0.061520787240748054,0.29090045104936946,1.0,-0.1470791166356868,-0.003728612449973165,-0.018947620936727697,0.11021669307835645,0.34220802053696175,-0.05846674134496419,-0.020399938633427234,0.0161937859011723,0.39125243789761993,0.4422350616684008,0.019186220031582154,0.11372022836646557,0.47079516374642055,0.13862526507730902,-0.06744514218570533,0.46228527698764094,-0.2147021484295835,0.4172135090304564,0.05249506221018295,0.03720213658712284,0.47645189288943646,0.10018157863137572,0.24736833703714753,-0.3176153741446302,0.028759757277525992,0.23228845334707512,-0.06119095370446921,-0.15979240965461866,-0.15941224906569157,-0.05112995124391142,0.09352524288959403,0.08090297058351688,0.20442558017983464,0.08903961614950734,0.3312187944614502,0.4448861790967718,0.12790883681759624,0.3643886551229419,0.24676907167846635,0.032147564091158765,0.3083159953385114,0.10189924031550543,0.28809946630211103,-0.11189665040136641,0.4959192005909688,-0.32441037716804,-0.31124746816849186,0.11296882310762894,-0.178663791073488,-0.26845920203148244,0.28413133427311277,0.2734767936230271,0.3552722986516961,-0.14563882289445754,-0.058716094865926376
see_det,0.26690547614568216,0.10016053758455966,0.033889279550431306,-0.1802753283914665,-0.10307231067787113,0.13418164084226536,-0.13472397422349228,0.12262167011003614,0.6464037876498823,-0.11519152684120895,-0.03472160734214394,-0.010491445550394891,0.17804889332605975,-0.2588394774973134,-0.17478522477108563,0.2068708996549166,-0.02706934649922313,0.04571098553929632,0.21145759952058563,-0.3752586537531883,-0.1470791166356868,1.0,-0.04650888259870863,-0.16094890202590786,-0.1216857885189514,-0.06668101591967585,-0.040879995737065015,-0.05378398319580015,-0.299354868465854,-0.005746083396639401,0.08336769125878105,0.013626215363643461,-0.2534565641252895,0.0836399366197832,0.15165598427266974,0.01795914570496126,-0.15200708907562085,0.044559605497269464,-0.12508648551501572,0.025010235674742556,-0.11563285473993863,0.09173652944312902,0.13883496068614204,0.3028711631686907,0.07618663403304145,-0.0010554934110783326,0.07347709301225278,0.17295601177051795,0.32290638993315435,-0.006529751084765046,0.17729244635686933,0.02105174005903311,0.0003146310841022653,0.22628999274616182,-0.04612122669775869,0.0016260255611805878,0.18799704904523248,-0.16700255781313902,0.18794882164747248,0.05911888722213276,0.027268849919117166,0.03440120428466774,-0.010786849808769572,-0.1366873846316152,0.01612977082160858,0.06818339952806604,0.10446113447249071,0.027581459169646143,0.28891259904064515,-0.12939548811421717,0.13181725159666677,0.13081576205746764,0.17850530433601125,0.23012933543254652,0.1825942574858158,0.13418164084226547
1st_pron,-0.6092328869044981,-0.5357561843439563,-0.04999518280458615,0.23640100991121243,0.38378277777207037,0.11837876820388615,0.0024144267728635517,-0.12079392883976164,-0.03430295517057209,-0.19586737414899913,0.3122068230992009,-0.30539071061166084,-0.3408447335862373,0.6706382082166757,-0.19227260161277332,-0.3392165145676887,-0.557316611565375,-0.22315392517841087,-0.29457653144870216,0.7439755579505709,-0.003728612449973165,-0.04650888259870863,1.0,0.20453466261600556,0.11257754330185989,0.24508472827742708,-0.24531155257200343,0.7244270210122453,0.1641653612956311,-0.2780155995960275,0.04443273580754214,0.3856463566189733,-0.1909413501592228,-0.24055255390767621,0.14495312007951572,-0.2616287134868749,-0.3222855696027111,0.36328606110147404,0.29637925644174995,-0.27584226180820104,0.23411957372628642,-0.28577758249858093,-0.13010518536082347,0.02820647388191149,-0.29628933270392355,-0.2710866190447811,0.19528059042460633,-0.3575248092770461,-0.08399116634693171,0.20829010194346262,-0.10471016841615513,-0.26241661152365986,-0.1462476530614509,-0.39632161908448543,-0.3473420741307747,-0.34461447804663226,-0.0852453791595753,0.43631842703502977,-0.13515140017849112,-0.061119939758948666,0.23203416475453492,-0.19521080703609137,-0.31162018058194757,-0.15526044549727405,0.09134332105790124,0.17426028550026046,-0.06331720034107818,-0.3488714902541515,-0.14313574171797935,-0.21912576232371173,-0.4693272620125344,-0.22816035486764927,-0.25165948834353186,-0.12673238841428022,-0.06533646110474375,0.11837876820388618
2nd_pron,-0.3386283290144823,-0.31254588481998224,-0.43176906560652767,0.2640223232348555,0.2973240133775047,0.15918512609209665,-0.16931609448752824,-0.12075084386387537,-0.1918443277499475,-0.03513652371179606,0.35683437059694256,-0.13948667447782032,-0.19737286580294483,0.36451994692144235,-0.06417002960474202,-0.169196167188847,-0.4234689489703045,-0.3419513945497272,-0.18066082280377874,0.4322271654961267,-0.018947620936727697,-0.16094890202590786,0.20453466261600556,1.0,0.30261641894873653,0.21020653991791813,-0.1234878497122631,0.1998778298220795,0.7399071781419353,-0.18736549324068144,0.14041692445826068,0.3387511759571212,-0.10921707484319695,-0.08033370180900165,0.04573741779091672,-0.18949160938570236,0.0698612327248867,0.030759670587364705,0.26136906047219927,-0.2172720396213487,0.5830874466491385,-0.10984534845780383,0.183893920607345,-0.009751100966228015,-0.43539541106182733,-0.002827288404483351,-0.03332608101659364,-0.25239911113606445,0.04995448257000397,-0.10396079143547987,0.13804772264552367,-0.12034485355493066,-0.2531754057445972,-0.0883110000279711,-0.25481448500704373,-0.09337381920932014,-0.0567176445998415,0.07186357395323348,0.20839796389597134,0.06568744297309147,-0.3407117381584788,-0.30352590736044044,-0.22584289023499948,-0.009092451519077125,0.1568554244121639,0.06746354859988662,-0.14837441664070028,-0.3904227863052915,-0.22881588256333543,-0.01714463194668093,-0.2823330176773988,-0.009096870042017622,0.08440785986339702,0.05872715943870469,0.10185291986161694,0.15918512609209667
3rd_pron,-0.3233118191751245,-0.1255085103584133,0.03499767850211342,0.06591443360157803,0.3279751782569594,-0.24220140541959104,0.3536403875890462,-0.12453934212080858,-0.20454356151997796,-0.0695027914679123,0.11103130831269035,0.19731709540370188,0.20950216332933078,0.4630741985320503,-0.25834539798020406,0.07833618482959631,-0.2554533785488045,-0.029366979494759016,0.037979430475656294,0.44845826144483714,0.11021669307835645,-0.1216857885189514,0.11257754330185989,0.30261641894873653,1.0,0.4857605559189068,0.06448067347429122,0.33523499899812015,0.5692622481885415,0.1646095103405153,0.2462162482592318,0.2328617215225468,-0.07968277703950864,-0.07736137399211152,0.19088311975639344,0.18501827002923893,0.26990055366330207,0.13732322012227924,0.358127873358545,0.08251223733650263,0.5466147977558062,0.08215856429088535,-0.11594711871896578,-0.2803442067727279,-0.15908577370702087,0.056344159205403706,0.11292547218008978,-0.39087283080038315,0.37615076481725335,0.36431566921280556,0.23065879458924682,0.41532403309054805,0.03850195484710495,0.09041049512815659,-0.19758397724534457,0.4639101692505333,0.16671288221530828,0.29909338677727926,-0.19113010560598823,0.11827211448202407,0.0819946143307196,-0.016650995567161587,-0.007828425641926854,0.3407377986710164,-0.18021366811749442,0.11286405789703267,0.3266471583913843,-0.21764205996554314,0.04038306584722423,-0.06496395239758825,-0.18812534581676102,0.34272134379083913,0.27673137255238145,-0.3122190128671305,-0.44976249415613223,-0.24220140541959104
active_voice,-0.6039195235789613,-0.33968524037229214,-0.15095706927461472,0.2248425946662598,0.1429374289079471,-0.09313423118660125,0.20619578675825942,-0.5326255064600617,0.0743723856362597,-0.5654607994852254,0.30684711091828004,-0.18149790478990835,-0.05326304995979401,0.6165797617455675,-0.6498397952106852,-0.012967586023982035,-0.3586779421639384,-0.450457546881328,0.058815738747460135,0.4973904448675381,0.34220802053696175,-0.06668101591967585,0.24508472827742708,0.21020653991791813,0.4857605559189068,1.0,-0.23427410845254415,0.3680492968934709,0.33690547857421477,0.5565305719655151,0.5384524499250892,0.08111017065638013,0.034952130315865075,0.2443620948103397,0.6201407837969208,-0.00847591228473061,0.274921262934126,0.3036443297972495,0.8120679895317299,-0.08215010054321535,0.34522881146038775,-0.024237572019106018,-0.05793478882895542,0.29080040126424456,-0.48081576158259254,-0.1271873197344094,0.4914995965877313,-0.5033736352601579,-0.1443531509858055,0.40996856525254316,-0.16290782353271321,0.12318385883219345,0.042048257279283394,-0.021474854787702825,-0.46016382162284486,0.27901657605318075,0.28140156710756375,0.66456354071884,-0.05864321932086889,0.41673218249747024,0.16761980577636676,0.03315788172389135,-0.14055407573270162,0.17074972947152833,0.08880639584605965,0.3046413079347175,0.0776117874367665,-0.6092420137323183,0.07779372700420235,-0.5337498441109387,-0.2680839931924874,0.19430217266946473,-0.002409622779470024,-0.11952699526455425,-0.15854221246412292,-0.0931342311866013
passive_voice,0.5545450361320857,0.587039219787631,0.10846414600750473,-0.4568060175877902,0.06115337719275013,-0.31183793491929096,-0.023631780064002992,0.21406875967031988,0.0139911669465245,0.29149103295692574,-0.4744368379832636,0.5126562797054898,0.46737371379333714,-0.24322409945921528,0.23471395727727754,0.2645069282712971,0.5989632385094674,0.427758998190454,0.01406491649691324,-0.34034399233566615,-0.05846674134496419,-0.040879995737065015,-0.24531155257200343,-0.1234878497122631,0.06448067347429122,-0.23427410845254415,1.0,-0.37321950371129076,-0.21115221445944496,0.04181566300782917,-0.15415626543259434,-0.5170768401261711,0.2078930581052496,0.2783278869089815,0.012320944813390446,0.7902715764671077,0.1726511330817811,0.09301351445729303,-0.35454835918563304,0.2385436812111224,-0.10011793065773286,0.44809470202903556,-0.12568030108845182,-0.3827251269099011,0.4137243357549336,0.14251048177021663,0.04732099829854563,0.3826254813971059,0.5501120557439277,-0.0395804090659657,0.1956210250082941,0.7087477508250251,0.3387976868914058,0.42835596683741506,0.15572020124177177,0.13564287213827744,0.06576037197358506,-0.14270058061112792,-0.35505760415643645,0.20881380840968244,0.33988558644481415,0.11267922631020212,0.5533683862149743,0.48897449152441885,-0.41569846187959286,-0.1632023464919569,0.5651343680550148,0.4108498664542118,0.003856219540190319,0.2754084317503339,0.23221812457920535,0.0741886711140748,0.41286802789870203,-0.27019947710807984,-0.2944732656869976,-0.3118379349192909
1st_prs_verb,-0.5705015052816771,-0.41052798412543673,-0.06788865749966255,0.23274748781488908,0.2575937366547115,0.17060018461039186,-0.08169871515353166,0.027088239000892876,-0.07905323792263773,-0.1925590634858709,0.33457486895712174,-0.2905589521782285,-0.295565487291549,0.5985370444591436,-0.3178674955144559,-0.18053347773179615,-0.5601339326410635,-0.33525448343022696,-0.12610611264015534,0.6417391218677808,-0.020399938633427234,-0.05378398319580015,0.7244270210122453,0.1998778298220795,0.33523499899812015,0.3680492968934709,-0.37321950371129076,1.0,0.21730083930511843,-0.2176286246357965,0.05854222882725005,0.47964706126622775,-0.3225245318600153,-0.25575689551882813,-0.04923263414017576,-0.21333511974314032,-0.2510097024356364,0.4010261053060198,0.4035152008559009,-0.2415142060910072,0.27095309372394893,-0.25866443432133224,-0.2854135692684574,-0.22074323747096264,-0.2526938576451662,-0.11595370011065666,-0.132624509509284,-0.3827422620557493,-0.021423172153271546,0.4779469088517962,0.06969946078091857,-0.19731080769647436,-0.09983547571259575,-0.4004053977329666,-0.3337982681716825,-0.13495631635407027,-0.00643863346966914,0.18992238542208992,-0.1513177834509927,-0.24429643324619585,0.18447905381523477,-0.1434722161893798,-0.30151858150529076,-0.06279847089741442,0.17496934907652373,0.11414985371315972,0.12969803910358055,-0.389104672689672,-0.1627534359100091,-0.21360424563662758,-0.3073589848944993,-0.20343295848600532,-0.24279915222804338,-0.16044426124727443,0.049583333784442525,0.17060018461039186
