www_ekspress_ee.ela_177019.txt,3,,,,,,,,,
www_vorumaateataja_ee.ela_494965.txt,2,2,2,2,2,1,1,,,
arhiiv_koolielu_ee.ela_481254.txt,2,3,,,,,,,,
et_wikipedia_org.ela_191506.txt,3,3,3,3,3,2,2,3,2,
et_wikipedia_org.ela_219301.txt,1,,,,,,,,,
www_politsei_ee.ela_163441.txt,3,3,3,3,3,2,2,1,3,2
reisiajakiri_gomaailm_ee.ela_530539.txt,2,1,1,2,3,2,,,,
www_vsport_ee.ela_120496.txt,3,3,3,2,3,3,3,,,
www_advent_ee.ela_658698.txt,,,,,,,,,,
eok_ee.ela_435890.txt,3,2,3,2,3,2,2,2,2,
www_tarbijakaitse_ee.ela_199918.txt,2,2,2,1,1,,,,,
www_lemmik_ee.ela_519214.txt,1,1,1,,,,,,,
www_soudeliit_ee.ela_547578.txt,2,2,1,1,2,,,,,
www_bioneer_ee.ela_243230.txt,3,2,2,3,,,,,,
arvamusaed_ee.ela_6007.txt,2,,,,,,,,,
rahvahaal_delfi_ee.ela_388979.txt,2,3,2,2,2,,,,,
www_tootukassa_ee.ela_395777.txt,3,2,3,3,3,2,2,2,3,
blablabla_ee.ela_504829.txt,,,,,,,,,,
forte_delfi_ee.ela_88079.txt,2,2,2,2,3,2,2,,,
rahvahaal_delfi_ee.ela_258274.txt,2,1,2,,,,,,,
www_porterracing_ee.ela_609577.txt,2,2,1,2,1,2,1,2,,
www_horisont_ee.ela_455809.txt,3,2,3,1,3,2,,,,
www_pealinn_ee.ela_132426.txt,3,2,3,2,2,2,2,3,,
www_3dnews_ee.ela_435253.txt,1,3,3,3,2,2,2,3,3,
www_kohus_ee.ela_34731.txt,2,3,2,3,2,2,3,2,2,
www_seduction_ee.ela_642092.txt,1,,,,,,,,,
stiimul_ee.ela_330566.txt,1,3,2,2,1,2,1,1,2,
www_linnateater_ee.ela_612249.txt,1,1,,,,,,,,
www_eramets_ee.ela_479405.txt,2,2,2,2,1,3,,,,
www_eestisport_ee.ela_196071.txt,2,2,3,3,2,2,3,,,
unitedkiters_ee.ela_78733.txt,3,,,,,,,,,
herba_folklore_ee.ela_93408.txt,1,3,3,2,2,2,3,3,,
rahvahaal_delfi_ee.ela_499379.txt,1,2,2,2,1,1,1,,,
www_linnaleht_ee.ela_420357.txt,2,,,,,,,,,
www_bsd_ee.ela_638246.txt,3,2,3,2,3,3,2,2,,
www_aialeht_ee.ela_457123.txt,1,2,,,,,,,,
www_horsemarket_ee.ela_436247.txt,2,2,3,2,3,2,2,2,3,
www_director_ee.ela_529643.txt,2,2,2,1,2,1,,,,
www_auto24_ee.ela_469677.txt,2,1,3,,,,,,,
www_lapsemure_ee.ela_140896.txt,2,2,,,,,,,,
www_unesco_ee.ela_630384.txt,2,3,2,,,,,,,
www_riigikogu_ee.ela_224866.txt,,,,,,,,,,
www_ilm_err_ee.ela_196894.txt,2,2,3,2,2,2,3,2,,
valitsus_ee.ela_604239.txt,2,3,3,2,3,,,,,
www_politsei_ee.ela_40109.txt,2,2,2,2,1,3,,,,
www_hambaarst_ee.ela_475731.txt,3,2,3,2,2,,,,,
www_vnl_ee.ela_670256.txt,2,2,2,1,2,,,,,
kalah_zzz_ee.ela_52237.txt,2,2,2,3,,,,,,
video_usk_ee.ela_152445.txt,2,,,,,,,,,
ylle_mrt_ee.ela_101705.txt,1,1,2,,,,,,,
sport_autonet_ee.ela_515760.txt,2,3,3,1,3,2,3,3,,
www_eestikirik_ee.ela_530609.txt,1,,,,,,,,,
www_puuinfo_ee.ela_279876.txt,2,2,3,2,3,3,1,,,
www_emta_ee.ela_522725.txt,2,3,3,2,2,2,2,2,3,
www_epl_ee.ela_679018.txt,1,,,,,,,,,
bhr_balanss_ee.ela_565106.txt,1,3,2,1,,,,,,
blog_maaleht_ee.ela_73268.txt,2,2,2,1,3,2,,,,
www_kasutatudraamat_ee.ela_68759.txt,1,2,,,,,,,,
