www_ekspress_ee.ela_177019.txt,2,2,2,3,3,2,,,,
www_vorumaateataja_ee.ela_494965.txt,1,,,,,,,,,
arhiiv_koolielu_ee.ela_481254.txt,2,,,,,,,,,
et_wikipedia_org.ela_191506.txt,1,3,1,2,1,1,1,2,,
et_wikipedia_org.ela_219301.txt,1,1,1,1,,,,,,
www_politsei_ee.ela_163441.txt,1,1,,,,,,,,
reisiajakiri_gomaailm_ee.ela_530539.txt,,,,,,,,,,
www_vsport_ee.ela_120496.txt,2,2,1,2,1,,,,,
www_advent_ee.ela_658698.txt,1,,,,,,,,,
eok_ee.ela_435890.txt,2,3,2,1,,,,,,
www_tarbijakaitse_ee.ela_199918.txt,1,1,1,1,1,,,,,
www_lemmik_ee.ela_519214.txt,,,,,,,,,,
www_soudeliit_ee.ela_547578.txt,,,,,,,,,,
www_bioneer_ee.ela_243230.txt,2,2,2,2,2,2,1,,,
arvamusaed_ee.ela_6007.txt,,,,,,,,,,
rahvahaal_delfi_ee.ela_388979.txt,1,,,,,,,,,
www_tootukassa_ee.ela_395777.txt,2,1,3,1,1,2,,,,
blablabla_ee.ela_504829.txt,2,1,2,,,,,,,
forte_delfi_ee.ela_88079.txt,2,,,,,,,,,
rahvahaal_delfi_ee.ela_258274.txt,1,,,,,,,,,
www_porterracing_ee.ela_609577.txt,1,1,,,,,,,,
www_horisont_ee.ela_455809.txt,2,1,2,1,2,2,1,,,
www_pealinn_ee.ela_132426.txt,2,3,2,2,1,3,2,2,1,
www_3dnews_ee.ela_435253.txt,1,1,1,3,2,2,2,2,2,1
www_kohus_ee.ela_34731.txt,1,1,2,1,1,2,2,,,
www_seduction_ee.ela_642092.txt,1,2,1,1,,,,,,
stiimul_ee.ela_330566.txt,1,1,1,1,,,,,,
www_linnateater_ee.ela_612249.txt,2,1,1,2,,,,,,
www_eramets_ee.ela_479405.txt,2,1,2,1,2,1,2,1,,
www_eestisport_ee.ela_196071.txt,1,1,1,1,1,,,,,
unitedkiters_ee.ela_78733.txt,1,1,3,2,3,,,,,
herba_folklore_ee.ela_93408.txt,2,2,,,,,,,,
rahvahaal_delfi_ee.ela_499379.txt,1,,,,,,,,,
www_linnaleht_ee.ela_420357.txt,1,1,1,,,,,,,
www_bsd_ee.ela_638246.txt,3,3,2,3,1,3,3,1,2,2
www_aialeht_ee.ela_457123.txt,2,,,,,,,,,
www_horsemarket_ee.ela_436247.txt,1,2,1,,,,,,,
www_director_ee.ela_529643.txt,1,2,1,2,,,,,,
www_auto24_ee.ela_469677.txt,1,2,2,1,1,,,,,
www_lapsemure_ee.ela_140896.txt,2,2,,,,,,,,
www_unesco_ee.ela_630384.txt,1,,,,,,,,,
www_riigikogu_ee.ela_224866.txt,1,2,1,1,,,,,,
www_ilm_err_ee.ela_196894.txt,2,1,3,1,,,,,,
valitsus_ee.ela_604239.txt,2,2,2,2,2,2,2,,,
www_politsei_ee.ela_40109.txt,1,1,,,,,,,,
www_hambaarst_ee.ela_475731.txt,2,2,3,2,2,1,1,2,2,
www_vnl_ee.ela_670256.txt,1,1,1,2,,,,,,
kalah_zzz_ee.ela_52237.txt,2,2,2,2,1,,,,,
video_usk_ee.ela_152445.txt,2,,,,,,,,,
ylle_mrt_ee.ela_101705.txt,1,1,,,,,,,,
sport_autonet_ee.ela_515760.txt,1,2,2,1,1,1,,,,
www_eestikirik_ee.ela_530609.txt,2,2,2,1,,,,,,
www_puuinfo_ee.ela_279876.txt,2,2,3,2,1,1,1,,,
www_emta_ee.ela_522725.txt,2,2,2,3,3,3,3,2,3,1
www_epl_ee.ela_679018.txt,1,2,2,1,1,1,1,2,2,
bhr_balanss_ee.ela_565106.txt,1,2,2,,,,,,,
blog_maaleht_ee.ela_73268.txt,1,1,1,1,,,,,,
www_kasutatudraamat_ee.ela_68759.txt,2,2,1,1,1,,,,,
www_employers_ee.ela_617415.txt,2,1,2,1,1,,,,,
reform_ee.ela_24983.txt,2,2,,,,,,,,
nami-nami_ee.ela_372868.txt,,,,,,,,,,
www_nami-nami_ee.ela_173054.txt,,,,,,,,,,
www_mesindus_ee.ela_33384.txt,1,2,1,1,1,1,,,,
www_lounaleht_ee.ela_576969.txt,1,1,,,,,,,,
www_vm_ee.ela_81604.txt,1,,,,,,,,,
www_mulje_ee.ela_177932.txt,3,3,1,2,2,1,,,,
et_wikipedia_org.ela_519819.txt,1,2,2,,,,,,,
www_jeesusekristusekirik_ee.ela_65555.txt,3,1,1,,,,,,,
www_kv_ee.ela_199481.txt,1,2,1,,,,,,,
www_admiralmarkets_ee.ela_456804.txt,1,3,2,3,1,1,1,,,
ekspress_online_2020.txt,,,,,,,,,,
www_meiekirik_ee.ela_286284.txt,2,,,,,,,,,
www_helen_ee.ela_520035.txt,,,,,,,,,,
arvamusaed_ee.ela_274676.txt,,,,,,,,,,
uudised_err_ee.ela_541051.txt,3,,,,,,,,,
kalah_zzz_ee.ela_73709.txt,1,1,3,2,3,2,,,,
www_mod_gov_ee.ela_178680.txt,2,1,1,2,,,,,,
no_spam_ee.ela_2227.txt,2,3,2,1,2,2,1,2,2,
www_lillelapsed_ee.ela_607751.txt,,,,,,,,,,
valitsus_ee.ela_132104.txt,2,2,2,2,,,,,,
www_naisteleht_ee.ela_355886.txt,2,,,,,,,,,
www_sirp_ee.ela_651305.txt,1,1,1,,,,,,,
www_alphagis_ee.ela_403490.txt,3,3,3,3,3,3,3,2,2,2
forte_delfi_ee.ela_222312.txt,2,2,,,,,,,,
uuseesti_ee.ela_112397.txt,2,1,2,2,1,2,,,,
www_admiralmarkets_ee.ela_333517.txt,1,2,1,2,,,,,,
www_easl_ee.ela_201171.txt,1,1,1,,,,,,,
www_vorumaateataja_ee.ela_241120.txt,1,,,,,,,,,
www_hambaarst_ee.ela_423040.txt,3,3,2,3,3,3,2,2,3,1
www_eestigiid_ee.ela_530847.txt,1,2,1,3,1,1,2,1,,
www_ekspress_ee.ela_495829.txt,1,2,2,3,3,3,2,,,
www_syndikaat_ee.ela_469373.txt,,,,,,,,,,
static_inimene_ee.ela_194968.txt,2,2,2,,,,,,,
kaja_ekstreem_ee.ela_71641.txt,2,2,1,1,1,,,,,
www_europarl_ee.ela_36110.txt,2,1,2,1,1,2,,,,
et_wikipedia_org.ela_624820.txt,1,1,2,1,2,1,1,2,,
arvamus_postimees_ee.ela_5946.txt,1,1,2,,,,,,,
www_le_ee.ela_240831.txt,,,,,,,,,,
valitsus_ee.ela_480708.txt,2,1,,,,,,,,
www_dragon_ee.ela_303548.txt,3,2,2,2,2,1,,,,
www_tuuleenergia_ee.ela_40373.txt,1,2,1,1,,,,,,
www_epl_ee.ela_685672.txt,1,2,2,1,,,,,,
rahvahaal_delfi_ee.ela_135048.txt,1,2,,,,,,,,
www_epl_ee.ela_495381.txt,3,2,2,2,,,,,,
www_maaleht_ee.ela_246360.txt,,,,,,,,,,
www_autoleht_ee.ela_469280.txt,1,2,1,2,2,2,1,2,1,
toompark_pri_ee.ela_458650.txt,1,1,1,,,,,,,
www_reklaamitrikk_ee.ela_315713.txt,2,1,1,,,,,,,
www_med24_ee.ela_557549.txt,1,1,2,1,2,,,,,
www_tooelu_ee.ela_624263.txt,1,,,,,,,,,
untitled.txt,1,1,,,,,,,,
www_snap_ee.ela_623342.txt,3,2,1,3,2,2,1,,,
www_tallegg_ee.ela_33687.txt,1,2,2,1,,,,,,
www_xn--eestimngula-q8a_ee.ela_40079.txt,1,1,,,,,,,,
mesindus_ee.ela_210638.txt,,,,,,,,,,
www_nami-nami_ee.ela_456341.txt,1,,,,,,,,,
www_post_ee.ela_149870.txt,1,1,,,,,,,,
www_delfi_ee.ela_361703.txt,,,,,,,,,,
www_ajakiri_ut_ee.ela_429007.txt,1,1,1,1,1,,,,,
et_wikipedia_org.ela_467359.txt,2,1,,,,,,,,
